"id_OC"	"idSucursal"	"idProveedor"	"TipoDocumento"	"OrdenCompra"	"tipoCompra"	"idHES"	"HES"	"idDetRecpcion"	"posicionCompra"	"cantidad"	"costoUnitario"	"Subtotal"
"3104"	"1"	"100145"	"WE"	"COM-BDG-003104"	"1"	"3075"	"HES-TPL-003075"	"9003"	"12979"	"0"	"2970"	"0"
"3104"	"1"	"100145"	"WE"	"COM-BDG-003104"	"1"	"3079"	"HES-TPL-003079"	"9009"	"12979"	"100"	"2970"	"297000"
"3104"	"1"	"100145"	"WE"	"COM-BDG-003104"	"1"	"3079"	"HES-TPL-003079"	"9010"	"12978"	"1"	"331.5"	"331.5"
"3103"	"1"	"100063"	"WE"	"COM-BDG-003103"	"1"	"3076"	"HES-YECA-003076"	"9002"	"12976"	"70"	"82.5"	"5775"
"3103"	"1"	"100063"	"WE"	"COM-BDG-003103"	"1"	"3076"	"HES-YECA-003076"	"9006"	"12977"	"70"	"133"	"9310"
"3103"	"1"	"100063"	"WE"	"COM-BDG-003103"	"1"	"3078"	"HES-YECA-003078"	"9008"	"12976"	"30"	"82.5"	"2475"
"3103"	"1"	"100063"	"WE"	"COM-BDG-003103"	"1"	"3078"	"HES-YECA-003078"	"9011"	"12977"	"30"	"133"	"3990"
"3102"	"1"	"100035"	"WE"	"COM-BDG-003102"	"1"	"3074"	"HES-EJD-003074"	"9004"	"12975"	"99"	"204"	"20196"
"3102"	"1"	"100035"	"WE"	"COM-BDG-003102"	"1"	"3074"	"HES-EJD-003074"	"9005"	"12974"	"99"	"2970"	"294030"
"3102"	"1"	"100035"	"WE"	"COM-BDG-003102"	"1"	"3080"	"HES-EJD-003080"	"9012"	"12975"	"1"	"204"	"204"
"3101"	"1"	"100049"	"WE"	"COM-BDG-003101"	"1"	"3071"	"HES-YECA-003071"	"8998"	"12973"	"8"	"182.97"	"1463.76"
"3101"	"1"	"100049"	"WE"	"COM-BDG-003101"	"1"	"3072"	"HES-YECA-003072"	"8999"	"12973"	"4"	"182.97"	"731.88"
"3100"	"1"	"100155"	"WE"	"COM-BDG-003100"	"1"	"3070"	"HES-TPL-003070"	"8993"	"12967"	"15"	"834.2"	"12513"
"3100"	"1"	"100155"	"WE"	"COM-BDG-003100"	"1"	"3070"	"HES-TPL-003070"	"8994"	"12968"	"16"	"593.6"	"9497.6"
"3100"	"1"	"100155"	"WE"	"COM-BDG-003100"	"1"	"3070"	"HES-TPL-003070"	"8995"	"12969"	"16"	"160"	"2560"
"3100"	"1"	"100155"	"WE"	"COM-BDG-003100"	"1"	"3070"	"HES-TPL-003070"	"8996"	"12971"	"0"	"627.15"	"0"
"3100"	"1"	"100155"	"WE"	"COM-BDG-003100"	"1"	"3070"	"HES-TPL-003070"	"8997"	"12972"	"0"	"66.87"	"0"
"3097"	"1"	"100006"	"WE"	"COM-BDG-003097"	"1"	"3065"	"HES-BDG-003065"	"8948"	"12963"	"700"	"363"	"254100"
"3096"	"1"	"100155"	"WE"	"COM-BDG-003096"	"1"	"3061"	"HES-BDG-003061"	"8942"	"12962"	"700"	"725"	"507500"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8949"	"12960"	"18"	"652.5"	"11745"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8950"	"12959"	"48"	"33"	"1584"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8951"	"12958"	"125"	"1850"	"231250"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8952"	"12957"	"18"	"60"	"1080"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8953"	"12956"	"100"	"1493"	"149300"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8954"	"12955"	"58"	"93"	"5394"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8955"	"12954"	"22"	"342"	"7524"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8956"	"12953"	"73"	"77.5"	"5657.5"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3066"	"HES-TPL-003066"	"8957"	"12952"	"48"	"836.74"	"40163.52"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8960"	"12960"	"18"	"652.5"	"11745"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8961"	"12958"	"100"	"1850"	"185000"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8962"	"12959"	"100"	"33"	"3300"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8963"	"12957"	"18"	"60"	"1080"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8964"	"12956"	"78"	"1493"	"116454"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8968"	"12950"	"100"	"399.91"	"39991"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8969"	"12949"	"100"	"1216.39"	"121639"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3068"	"HES-BDG-003068"	"8970"	"12948"	"96"	"110"	"10560"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8971"	"12939"	"60"	"27.61"	"1656.6"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8972"	"12940"	"60"	"7"	"420"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8973"	"12941"	"40"	"75"	"3000"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8974"	"12942"	"80"	"45"	"3600"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8976"	"12944"	"7"	"316.66"	"2216.62"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8977"	"12945"	"0"	"227.9"	"0"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8978"	"12946"	"46"	"320.46"	"14741.16"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8979"	"12947"	"51"	"282.3"	"14397.3"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8980"	"12948"	"0"	"110"	"0"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8981"	"12949"	"0"	"1216.39"	"0"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8982"	"12950"	"0"	"399.91"	"0"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3067"	"HES-TPL-003067"	"8983"	"12951"	"0"	"424.93"	"0"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8984"	"12943"	"148"	"11.9"	"1761.2"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8985"	"12944"	"90"	"316.66"	"28499.4"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8986"	"12945"	"80"	"227.9"	"18232"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8987"	"12946"	"100"	"320.46"	"32046"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8988"	"12947"	"100"	"282.3"	"28230"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8989"	"12948"	"100"	"110"	"11000"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8990"	"12949"	"100"	"1216.39"	"121639"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8991"	"12950"	"74"	"399.91"	"29593.34"
"3095"	"1"	"100073"	"WE"	"COM-BDG-003095"	"1"	"3069"	"HES-TPL-003069"	"8992"	"12951"	"100"	"424.93"	"42493"
"3093"	"1"	"100055"	"WE"	"COM-BDG-003093"	"1"	"3058"	"HES-BDG-003058"	"8939"	"12935"	"60"	"560"	"33600"
"3093"	"1"	"100055"	"WE"	"COM-BDG-003093"	"1"	"3059"	"HES-BDG-003059"	"8940"	"12935"	"20"	"560"	"11200"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3055"	"HES-TPL-003055"	"8930"	"12932"	"200"	"92"	"18400"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3055"	"HES-TPL-003055"	"8931"	"12933"	"340"	"92"	"31280"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3055"	"HES-TPL-003055"	"8932"	"12934"	"430"	"34"	"14620"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3056"	"HES-BDG-003056"	"8933"	"12932"	"200"	"92"	"18400"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3056"	"HES-BDG-003056"	"8934"	"12933"	"200"	"92"	"18400"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3056"	"HES-BDG-003056"	"8935"	"12934"	"410"	"34"	"13940"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3057"	"HES-BDG-003057"	"8936"	"12932"	"200"	"92"	"18400"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3057"	"HES-BDG-003057"	"8937"	"12933"	"400"	"92"	"36800"
"3092"	"1"	"100034"	"WE"	"COM-BDG-003092"	"1"	"3057"	"HES-BDG-003057"	"8938"	"12934"	"420"	"34"	"14280"
"3091"	"1"	"100055"	"WE"	"COM-BDG-003091"	"1"	"3053"	"HES-TPL-003053"	"8928"	"12931"	"40"	"560"	"22400"
"3091"	"1"	"100055"	"WE"	"COM-BDG-003091"	"1"	"3054"	"HES-BDG-003054"	"8929"	"12931"	"40"	"560"	"22400"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3050"	"HES-TPL-003050"	"8920"	"12928"	"200"	"92"	"18400"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3050"	"HES-TPL-003050"	"8921"	"12929"	"200"	"92"	"18400"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3050"	"HES-TPL-003050"	"8922"	"12930"	"200"	"34"	"6800"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3051"	"HES-BDG-003051"	"8923"	"12928"	"400"	"92"	"36800"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3051"	"HES-BDG-003051"	"8924"	"12929"	"0"	"92"	"0"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3051"	"HES-BDG-003051"	"8925"	"12930"	"0"	"34"	"0"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3052"	"HES-BDG-003052"	"8926"	"12929"	"740"	"92"	"68080"
"3090"	"1"	"100034"	"WE"	"COM-BDG-003090"	"1"	"3052"	"HES-BDG-003052"	"8927"	"12930"	"1060"	"34"	"36040"
"3087"	"1"	"100035"	"WE"	"COM-BDG-003087"	"1"	"3044"	"HES-SNG-003044"	"8909"	"12923"	"70"	"506.77"	"35473.9"
"3087"	"1"	"100035"	"WE"	"COM-BDG-003087"	"1"	"3044"	"HES-SNG-003044"	"8910"	"12924"	"90"	"249"	"22410"
"3087"	"1"	"100035"	"WE"	"COM-BDG-003087"	"1"	"3047"	"HES-SNG-003047"	"8914"	"12923"	"30"	"506.77"	"15203.1"
"3087"	"1"	"100035"	"WE"	"COM-BDG-003087"	"1"	"3047"	"HES-SNG-003047"	"8915"	"12924"	"10"	"249"	"2490"
"3086"	"1"	"100076"	"WE"	"COM-BDG-003086"	"1"	"3045"	"HES-YECA-003045"	"8911"	"12921"	"80"	"980"	"78400"
"3086"	"1"	"100076"	"WE"	"COM-BDG-003086"	"1"	"3045"	"HES-YECA-003045"	"8912"	"12922"	"50"	"133"	"6650"
"3086"	"1"	"100076"	"WE"	"COM-BDG-003086"	"1"	"3046"	"HES-YECA-003046"	"8913"	"12921"	"20"	"980"	"19600"
"3086"	"1"	"100076"	"WE"	"COM-BDG-003086"	"1"	"3046"	"HES-YECA-003046"	"8916"	"12922"	"50"	"133"	"6650"
"3084"	"1"	"100019"	"WE"	"COM-BDG-003084"	"1"	"3038"	"HES-BDG-003038"	"8899"	"12918"	"40"	"3635"	"145400"
"3084"	"1"	"100019"	"WE"	"COM-BDG-003084"	"1"	"3038"	"HES-BDG-003038"	"8901"	"12919"	"30"	"3465"	"103950"
"3084"	"1"	"100019"	"WE"	"COM-BDG-003084"	"1"	"3041"	"HES-BDG-003041"	"8905"	"12918"	"30"	"3635"	"109050"
"3084"	"1"	"100019"	"WE"	"COM-BDG-003084"	"1"	"3041"	"HES-BDG-003041"	"8906"	"12919"	"40"	"3465"	"138600"
"3083"	"1"	"100049"	"WE"	"COM-BDG-003083"	"1"	"3039"	"HES-BDG-003039"	"8902"	"12916"	"5"	"690.48"	"3452.4"
"3083"	"1"	"100049"	"WE"	"COM-BDG-003083"	"1"	"3039"	"HES-BDG-003039"	"8903"	"12917"	"10"	"461.48"	"4614.8"
"3083"	"1"	"100049"	"WE"	"COM-BDG-003083"	"1"	"3042"	"HES-BDG-003042"	"8907"	"12917"	"5"	"461.48"	"2307.4"
"3082"	"1"	"100011"	"WE"	"COM-BDG-003082"	"1"	"3040"	"HES-BDG-003040"	"8904"	"12915"	"1200"	"250"	"300000"
"3082"	"1"	"100011"	"WE"	"COM-BDG-003082"	"1"	"3043"	"HES-BDG-003043"	"8908"	"12915"	"1200"	"250"	"300000"
"3081"	"1"	"100055"	"WE"	"COM-BDG-003081"	"1"	"3035"	"HES-BDG-003035"	"8896"	"12913"	"20"	"560"	"11200"
"3081"	"1"	"100055"	"WE"	"COM-BDG-003081"	"1"	"3037"	"HES-TPL-003037"	"8898"	"12913"	"60"	"560"	"33600"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3032"	"HES-TPL-003032"	"8887"	"12908"	"200"	"92"	"18400"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3032"	"HES-TPL-003032"	"8888"	"12910"	"300"	"92"	"27600"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3032"	"HES-TPL-003032"	"8889"	"12912"	"420"	"34"	"14280"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3034"	"HES-BDG-003034"	"8893"	"12908"	"200"	"92"	"18400"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3034"	"HES-BDG-003034"	"8894"	"12910"	"340"	"92"	"31280"
"3080"	"1"	"100034"	"WE"	"COM-BDG-003080"	"1"	"3034"	"HES-BDG-003034"	"8895"	"12912"	"430"	"34"	"14620"
"3079"	"1"	"100006"	"WE"	"COM-BDG-003079"	"1"	"3031"	"HES-CNT-003031"	"8886"	"12907"	"60"	"475"	"28500"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3029"	"HES-CNT-003029"	"8880"	"12904"	"80"	"450"	"36000"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3029"	"HES-CNT-003029"	"8881"	"12905"	"75"	"225"	"16875"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3029"	"HES-CNT-003029"	"8882"	"12906"	"50"	"210"	"10500"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3030"	"HES-CNT-003030"	"8883"	"12904"	"20"	"450"	"9000"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3030"	"HES-CNT-003030"	"8884"	"12905"	"25"	"225"	"5625"
"3078"	"1"	"100099"	"WE"	"COM-BDG-003078"	"1"	"3030"	"HES-CNT-003030"	"8885"	"12906"	"50"	"210"	"10500"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3025"	"HES-TPL-003025"	"8871"	"12895"	"50"	"45"	"2250"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3025"	"HES-TPL-003025"	"8872"	"12896"	"65"	"836.74"	"54388.1"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3025"	"HES-TPL-003025"	"8873"	"12897"	"100"	"1800"	"180000"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3028"	"HES-TPL-003028"	"8875"	"12897"	"5"	"1800"	"9000"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3028"	"HES-TPL-003028"	"8876"	"12896"	"35"	"836.74"	"29285.9"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3028"	"HES-TPL-003028"	"8877"	"12898"	"50"	"77.5"	"3875"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3028"	"HES-TPL-003028"	"8878"	"12899"	"50"	"100"	"5000"
"3077"	"1"	"100019"	"WE"	"COM-BDG-003077"	"1"	"3028"	"HES-TPL-003028"	"8879"	"12900"	"60"	"60"	"3600"
"3071"	"1"	"100019"	"WE"	"COM-BDG-003071"	"1"	"3015"	"HES-TPL-003015"	"8845"	"12875"	"35"	"3635"	"127225"
"3071"	"1"	"100019"	"WE"	"COM-BDG-003071"	"1"	"3015"	"HES-TPL-003015"	"8846"	"12876"	"35"	"3465"	"121275"
"3071"	"1"	"100019"	"WE"	"COM-BDG-003071"	"1"	"3016"	"HES-TPL-003016"	"8847"	"12875"	"35"	"3635"	"127225"
"3071"	"1"	"100019"	"WE"	"COM-BDG-003071"	"1"	"3016"	"HES-TPL-003016"	"8848"	"12876"	"35"	"3465"	"121275"
"3070"	"1"	"100049"	"WE"	"COM-BDG-003070"	"1"	"3013"	"HES-TPL-003013"	"8842"	"12873"	"5"	"690.48"	"3452.4"
"3070"	"1"	"100049"	"WE"	"COM-BDG-003070"	"1"	"3013"	"HES-TPL-003013"	"8843"	"12874"	"10"	"461.48"	"4614.8"
"3069"	"1"	"100011"	"WE"	"COM-BDG-003069"	"1"	"3010"	"HES-TPL-003010"	"8839"	"12872"	"2220"	"250"	"555000"
"3069"	"1"	"100011"	"WE"	"COM-BDG-003069"	"1"	"3011"	"HES-TPL-003011"	"8840"	"12872"	"156"	"250"	"39000"
"3069"	"1"	"100011"	"WE"	"COM-BDG-003069"	"1"	"3012"	"HES-TPL-003012"	"8841"	"12872"	"24"	"250"	"6000"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3007"	"HES-TPL-003007"	"8826"	"12865"	"18"	"75"	"1350"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3007"	"HES-TPL-003007"	"8827"	"12866"	"13"	"231"	"3003"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3007"	"HES-TPL-003007"	"8828"	"12870"	"12"	"300"	"3600"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3007"	"HES-TPL-003007"	"8829"	"12867"	"20"	"1007"	"20140"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3007"	"HES-TPL-003007"	"8830"	"12868"	"6"	"365"	"2190"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3009"	"HES-TPL-003009"	"8834"	"12865"	"8"	"75"	"600"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3009"	"HES-TPL-003009"	"8835"	"12866"	"3"	"231"	"693"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3009"	"HES-TPL-003009"	"8836"	"12867"	"5"	"1007"	"5035"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3009"	"HES-TPL-003009"	"8837"	"12868"	"6"	"365"	"2190"
"3067"	"1"	"100148"	"WE"	"COM-BDG-003067"	"1"	"3009"	"HES-TPL-003009"	"8838"	"12870"	"12"	"300"	"3600"
"3066"	"5"	"100035"	"WE"	"COM-AMY-003066"	"1"	"3003"	"HES-ANE-003003"	"8818"	"12862"	"60"	"60"	"3600"
"3066"	"5"	"100035"	"WE"	"COM-AMY-003066"	"1"	"3003"	"HES-ANE-003003"	"8819"	"12863"	"80"	"192.15"	"15372"
"3066"	"5"	"100035"	"WE"	"COM-AMY-003066"	"1"	"3004"	"HES-ANE-003004"	"8821"	"12862"	"40"	"60"	"2400"
"3066"	"5"	"100035"	"WE"	"COM-AMY-003066"	"1"	"3004"	"HES-ANE-003004"	"8822"	"12863"	"20"	"192.15"	"3843"
"3066"	"5"	"100035"	"WE"	"COM-AMY-003066"	"1"	"3004"	"HES-ANE-003004"	"8823"	"12864"	"100"	"310.3"	"31030"
"3064"	"6"	"100035"	"WE"	"COM-TPL-003064"	"1"	"3001"	"HES-TPL-003001"	"8816"	"12860"	"80"	"180"	"14400"
"3064"	"6"	"100035"	"WE"	"COM-TPL-003064"	"1"	"3002"	"HES-TPL-003002"	"8817"	"12860"	"20"	"180"	"3600"
"3062"	"1"	"100089"	"WE"	"COM-BDG-003062"	"1"	"3006"	"HES-BDG-003006"	"8825"	"12855"	"25"	"140"	"3500"
"3062"	"1"	"100089"	"WE"	"COM-BDG-003062"	"1"	"3024"	"HES-BDG-003024"	"8870"	"12855"	"30"	"140"	"4200"
"3060"	"1"	"100046"	"WE"	"COM-BDG-003060"	"1"	"3005"	"HES-BDG-003005"	"8824"	"12849"	"15"	"18"	"270"
"3050"	"1"	"100065"	"WE"	"COM-BDG-003050"	"1"	"2995"	"HES-CNT-002995"	"8806"	"12822"	"40"	"418.7"	"16748"
"3050"	"1"	"100065"	"WE"	"COM-BDG-003050"	"1"	"2996"	"HES-CNT-002996"	"8807"	"12822"	"10"	"418.7"	"4187"
"3046"	"6"	"100102"	"WE"	"COM-TPL-003046"	"1"	"2998"	"HES-TPL-002998"	"8810"	"12809"	"50"	"418.7"	"20935"
"3046"	"6"	"100102"	"WE"	"COM-TPL-003046"	"1"	"2999"	"HES-TPL-002999"	"8811"	"12825"	"80"	"365"	"29200"
"3041"	"1"	"100014"	"WE"	"COM-BDG-003041"	"1"	"2994"	"HES-TPL-002994"	"8805"	"12803"	"80"	"652.5"	"52200"
"3039"	"5"	"100123"	"WE"	"COM-AMY-003039"	"1"	"2989"	"HES-AMY-002989"	"8795"	"12797"	"380"	"166"	"63080"
"3039"	"5"	"100123"	"WE"	"COM-AMY-003039"	"1"	"2989"	"HES-AMY-002989"	"8796"	"12796"	"30"	"1820"	"54600"
"3039"	"5"	"100123"	"WE"	"COM-AMY-003039"	"1"	"2990"	"HES-AMY-002990"	"8797"	"12799"	"500"	"153.7"	"76850"
"3039"	"5"	"100123"	"WE"	"COM-AMY-003039"	"1"	"2990"	"HES-AMY-002990"	"8798"	"12798"	"400"	"1580"	"632000"
"3039"	"5"	"100123"	"WE"	"COM-AMY-003039"	"1"	"2990"	"HES-AMY-002990"	"8799"	"12796"	"20"	"1820"	"36400"
"3038"	"1"	"100011"	"WE"	"COM-BDG-003038"	"1"	"2985"	"HES-TPL-002985"	"8787"	"12795"	"60"	"204"	"12240"
"3038"	"1"	"100011"	"WE"	"COM-BDG-003038"	"1"	"2986"	"HES-TPL-002986"	"8788"	"12795"	"300"	"204"	"61200"
"3037"	"1"	"100006"	"WE"	"COM-BDG-003037"	"1"	"2987"	"HES-TPL-002987"	"8789"	"12790"	"0"	"1792.45"	"0"
"3037"	"1"	"100006"	"WE"	"COM-BDG-003037"	"1"	"2987"	"HES-TPL-002987"	"8790"	"12792"	"80"	"570"	"45600"
"3037"	"1"	"100006"	"WE"	"COM-BDG-003037"	"1"	"2987"	"HES-TPL-002987"	"8791"	"12793"	"400"	"135"	"54000"
"3037"	"1"	"100006"	"WE"	"COM-BDG-003037"	"1"	"2987"	"HES-TPL-002987"	"8792"	"12794"	"0"	"440.37"	"0"
"3036"	"1"	"100094"	"WE"	"COM-BDG-003036"	"1"	"2982"	"HES-TPL-002982"	"8781"	"12788"	"120"	"1037.74"	"124528.8"
"3036"	"1"	"100094"	"WE"	"COM-BDG-003036"	"1"	"2982"	"HES-TPL-002982"	"8782"	"12789"	"15"	"483"	"7245"
"3036"	"1"	"100094"	"WE"	"COM-BDG-003036"	"1"	"2984"	"HES-TPL-002984"	"8785"	"12788"	"120"	"1037.74"	"124528.8"
"3036"	"1"	"100094"	"WE"	"COM-BDG-003036"	"1"	"2984"	"HES-TPL-002984"	"8786"	"12789"	"10"	"483"	"4830"
"3033"	"1"	"100011"	"WE"	"COM-BDG-003033"	"1"	"2980"	"HES-TPL-002980"	"8776"	"12773"	"360"	"204"	"73440"
"3032"	"1"	"100094"	"WE"	"COM-BDG-003032"	"1"	"2979"	"HES-TPL-002979"	"8774"	"12771"	"360"	"1037.74"	"373586.4"
"3032"	"1"	"100094"	"WE"	"COM-BDG-003032"	"1"	"2979"	"HES-TPL-002979"	"8775"	"12772"	"40"	"483"	"19320"
"3031"	"1"	"100006"	"WE"	"COM-BDG-003031"	"1"	"2981"	"HES-TPL-002981"	"8777"	"12767"	"20"	"1792.45"	"35849"
"3031"	"1"	"100006"	"WE"	"COM-BDG-003031"	"1"	"2981"	"HES-TPL-002981"	"8778"	"12768"	"80"	"570"	"45600"
"3031"	"1"	"100006"	"WE"	"COM-BDG-003031"	"1"	"2981"	"HES-TPL-002981"	"8779"	"12769"	"400"	"135"	"54000"
"3031"	"1"	"100006"	"WE"	"COM-BDG-003031"	"1"	"2981"	"HES-TPL-002981"	"8780"	"12770"	"30"	"440.37"	"13211.1"
"3030"	"1"	"100094"	"WE"	"COM-BDG-003030"	"1"	"2977"	"HES-TPL-002977"	"8771"	"12765"	"360"	"1037.74"	"373586.4"
"3030"	"1"	"100094"	"WE"	"COM-BDG-003030"	"1"	"2977"	"HES-TPL-002977"	"8772"	"12766"	"0"	"483"	"0"
"3030"	"1"	"100094"	"WE"	"COM-BDG-003030"	"1"	"2978"	"HES-TPL-002978"	"8773"	"12766"	"40"	"483"	"19320"
"3026"	"3"	"100137"	"WE"	"COM-EJD-003026"	"1"	"2975"	"HES-EJD-002975"	"8765"	"12753"	"500"	"255.07"	"127535"
"3026"	"3"	"100137"	"WE"	"COM-EJD-003026"	"1"	"2975"	"HES-EJD-002975"	"8766"	"12754"	"5"	"766"	"3830"
"3018"	"3"	"100145"	"WE"	"COM-EJD-003018"	"1"	"2972"	"HES-EJD-002972"	"8759"	"12740"	"600"	"472.5"	"283500"
"3018"	"3"	"100145"	"WE"	"COM-EJD-003018"	"1"	"2972"	"HES-EJD-002972"	"8760"	"12741"	"300"	"480"	"144000"
"2991"	"3"	"100137"	"WE"	"COM-EJD-002991"	"1"	"3022"	"HES-CNT-003022"	"8860"	"12684"	"2"	"220.33"	"440.66"
