"id_OC"	"idSucursal"	"idProveedor"	"TipoDocumento"	"OrdenCompra"	"tipoCompra"	"idHES"	"HES"	"idDetRecpcion"	"posicionCompra"	"cantidad"	"costoUnitario"	"Subtotal"
"3194"	"16"	"100074"	"WE"	"COM-YCT-003194"	"1"	"3170"	"HES-BDG-003170"	"9184"	"13175"	"72"	"111.75"	"8046"
"3194"	"16"	"100074"	"WE"	"COM-YCT-003194"	"1"	"3170"	"HES-BDG-003170"	"9185"	"13176"	"180"	"405.75"	"73035"
"3194"	"16"	"100074"	"WE"	"COM-YCT-003194"	"1"	"3170"	"HES-BDG-003170"	"9186"	"13177"	"100"	"109.5"	"10950"
"3192"	"16"	"100092"	"WE"	"COM-YCT-003192"	"1"	"3166"	"HES-BDG-003166"	"9163"	"13161"	"240"	"500"	"120000"
"3192"	"16"	"100092"	"WE"	"COM-YCT-003192"	"1"	"3166"	"HES-BDG-003166"	"9164"	"13162"	"200"	"250"	"50000"
"3192"	"16"	"100092"	"WE"	"COM-YCT-003192"	"1"	"3167"	"HES-BDG-003167"	"9165"	"13161"	"240"	"500"	"120000"
"3192"	"16"	"100092"	"WE"	"COM-YCT-003192"	"1"	"3167"	"HES-BDG-003167"	"9166"	"13162"	"200"	"250"	"50000"
"3191"	"1"	"100047"	"WE"	"COM-BDG-003191"	"1"	"3163"	"HES-BDG-003163"	"9157"	"13157"	"100"	"278.23"	"27823"
"3191"	"1"	"100047"	"WE"	"COM-BDG-003191"	"1"	"3163"	"HES-BDG-003163"	"9158"	"13158"	"1000"	"100.85"	"100850"
"3191"	"1"	"100047"	"WE"	"COM-BDG-003191"	"1"	"3164"	"HES-BDG-003164"	"9160"	"13157"	"68"	"278.23"	"18919.64"
"3191"	"1"	"100047"	"WE"	"COM-BDG-003191"	"1"	"3164"	"HES-BDG-003164"	"9161"	"13158"	"56"	"100.85"	"5647.6"
"3191"	"1"	"100047"	"WE"	"COM-BDG-003191"	"1"	"3165"	"HES-BDG-003165"	"9162"	"13159"	"420"	"176.34"	"74062.8"
"3190"	"1"	"100047"	"WE"	"COM-BDG-003190"	"1"	"3162"	"HES-BDG-003162"	"9156"	"13156"	"500"	"180"	"90000"
"3189"	"1"	"100033"	"WE"	"COM-BDG-003189"	"1"	"3160"	"HES-BDG-003160"	"9154"	"13155"	"5"	"275"	"1375"
"3188"	"1"	"100033"	"WE"	"COM-BDG-003188"	"1"	"3159"	"HES-BDG-003159"	"9153"	"13154"	"100"	"275"	"27500"
"3187"	"1"	"100033"	"WE"	"COM-BDG-003187"	"1"	"3158"	"HES-BDG-003158"	"9152"	"13152"	"50"	"2150"	"107500"
